STOCK	VALUE	DAY	TIME
ILC	793	12	1435	
ILC	725	10	1023	
ILC	347	6	1149	
ILC	581	12	1289	
ILC	655	14	1235	
ILC	632	2	1690	
ILC	806	12	1231	
ILC	323	6	1162	
ILC	433	10	1534	
ILC	449	8	1548	
ILC	37	1	1642	
ILC	628	2	1570	
ILC	627	9	1684	
ILC	381	2	1379	
ILC	722	9	1504	
ILC	523	6	1570	
ILC	867	8	1254	
ILC	888	1	1381	
ILC	389	8	1170	
ILC	141	10	1441	
ILC	207	11	1218	
ILC	480	7	1257	
ILC	34	2	1078	
ILC	660	14	1413	
ILC	964	13	1170	
ILC	382	12	1279	
ILC	388	8	1062	
ILC	192	9	1087	
ILC	61	12	1190	
ILC	405	12	1467	
ILC	172	4	987	
ILC	591	12	1027	
ILC	387	1	1364	
ILC	624	8	1145	
ILC	604	13	1183	
ILC	262	1	1015	
ILC	666	14	1399	
ILC	624	7	1250	
ILC	177	10	1570	
ILC	757	2	1424	
ILC	813	7	963	
ILC	819	9	1671	
ILC	684	6	1260	
ILC	754	6	1255	
ILC	129	9	1020	
ILC	93	9	1596	
ILC	605	10	1617	
ILC	254	1	1561	
ILC	926	12	955	
ILC	13	8	1115	
ILC	89	12	1164	
ILC	644	4	1238	
ILC	315	3	1199	
ILC	416	12	1194	
ILC	325	13	1090	
ILC	8	3	1278	
ILC	283	11	1185	
ILC	539	10	945	
ILC	966	11	1017	
ILC	344	7	1359	
ILC	78	8	1272	
ILC	775	5	1582	
ILC	28	3	1000	
ILC	940	4	1499	
ILC	856	3	984	
ILC	379	7	1402	
ILC	769	3	1448	
ILC	132	6	975	
ILC	370	5	1073	
ILC	662	9	995	
ILC	203	2	930	
ILC	366	6	1368	
ILC	127	1	1206	
ILC	452	13	1698	
ILC	532	8	1161	
ILC	496	6	1693	
ILC	436	14	1182	
ILC	675	13	1087	
ILC	906	14	1573	
ILC	617	2	972	
ILC	257	11	1163	
ILC	915	9	1610	
ILC	954	13	1386	
ILC	408	9	1529	
ILC	972	5	1068	
ILC	410	13	1551	
ILC	11	4	1168	
ILC	774	4	1096	
ILC	240	6	1351	
ILC	93	5	1250	
ILC	239	5	1527	
ILC	193	1	983	
ILC	729	9	1193	
ILC	595	1	1457	
ILC	729	10	1574	
ILC	271	8	1132	
ILC	754	11	1070	
ILC	512	11	1592	
ILC	112	10	1204	
ILC	923	9	970	
ILC	328	8	1109	
ILC	247	1	1467	
ILC	327	12	1248	
ILC	693	9	1345	
ILC	237	4	1290	
ILC	768	2	1316	
ILC	785	8	1414	
ILC	440	7	1220	
ILC	690	9	1509	
ILC	879	3	1688	
ILC	623	14	1648	
ILC	179	11	1621	
ILC	898	2	1671	
ILC	18	10	1636	
ILC	381	5	1344	
ILC	960	14	1237	
ILC	447	6	1633	
ILC	8	12	1534	
ILC	697	9	1105	
ILC	192	12	1539	
ILC	866	1	998	
ILC	678	5	1619	
ILC	539	10	1145	
ILC	177	8	1531	
ILC	906	14	994	
ILC	737	6	948	
ILC	97	5	978	
ILC	301	7	1375	
ILC	581	7	1111	
ILC	767	12	1534	
ILC	500	6	1295	
ILC	389	2	1041	
ILC	118	6	994	
ILC	295	9	1320	
ILC	332	9	1665	
ILC	184	1	1153	
ILC	338	6	940	
ILC	859	10	1663	
ILC	626	7	1453	
ILC	609	7	1661	
ILC	126	7	1505	
ILC	798	8	933	
ILC	242	5	1559	
ILC	635	13	1195	
ILC	434	10	1015	
ILC	19	3	1117	
ILC	67	3	1658	
ILC	26	11	1335	
ILC	621	14	1522	
ILC	270	6	1159	
ILC	444	7	1472	
ILC	448	9	1295	
ILC	240	10	1165	
ILC	797	7	1602	
ILC	296	7	1666	
ILC	360	6	1271	
ILC	727	11	1661	
ILC	494	10	1040	
ILC	397	9	1698	
ILC	581	12	1353	
ILC	688	3	1685	
ILC	779	11	1366	
ILC	961	13	1581	
ILC	635	8	1473	
ILC	531	6	966	
ILC	263	1	1414	
ILC	451	4	1651	
ILC	715	8	1071	
ILC	352	4	1177	
ILC	267	14	1103	
ILC	507	4	1582	
ILC	479	1	1183	
ILC	419	3	1298	
ILC	849	8	1167	
ILC	560	6	1360	
ILC	549	14	1040	
ILC	990	6	1164	
ILC	512	12	1226	
ILC	295	13	1478	
ILC	243	8	1277	
ILC	343	12	1470	
ILC	40	4	1211	
ILC	499	6	1019	
ILC	960	10	1280	
ILC	222	7	1126	
ILC	16	3	1447	
ILC	700	1	1043	
ILC	286	9	1568	
ILC	703	9	1592	
ILC	629	11	1266	
ILC	365	6	1317	
ILC	317	14	1426	
ILC	263	14	1563	
ILC	883	3	992	
ILC	95	1	1491	
ILC	146	1	1244	
ILC	736	12	1505	
ILC	317	13	1454	
ILC	604	7	1234	
ILC	666	12	1244	
ILC	771	10	1038	
ILC	143	6	1118	
ILC	261	10	1271	
ILC	825	12	943	
ILC	123	4	1293	
ILC	713	3	1363	
ILC	145	8	1263	
ILC	128	9	1228	
ILC	453	1	1087	
ILC	854	12	1236	
ILC	574	2	1557	
ILC	953	12	1050	
ILC	32	3	1535	
ILC	27	8	1097	
ILC	898	6	1624	
ILC	307	3	1004	
ILC	547	3	1598	
ILC	39	14	1208	
ILC	504	2	938	
ILC	928	5	1138	
ILC	940	2	1221	
ILC	624	11	1109	
ILC	14	5	994	
ILC	90	7	1197	
ILC	18	6	1626	
ILC	329	14	1456	
ILC	730	3	1153	
ILC	114	13	1444	
ILC	797	11	1162	
ILC	383	3	1532	
ILC	257	13	1330	
ILC	190	10	1585	
ILC	760	7	946	
ILC	512	14	1294	
ILC	707	13	1408	
ILC	750	9	1032	
ILC	790	2	1066	
ILC	691	1	1529	
ILC	580	10	1180	
ILC	909	4	1564	
ILC	691	2	980	
ILC	341	8	979	
ILC	969	5	1681	
ILC	607	7	1228	
ILC	281	6	1633	
ILC	607	6	1279	
ILC	331	10	1629	
ILC	842	4	1497	
ILC	54	13	1627	
ILC	313	12	1561	
ILC	985	14	1508	
ILC	14	8	1141	
ILC	737	14	1408	
ILC	172	9	1604	
ILC	124	11	1378	
ILC	330	12	1578	
ILC	119	11	1192	
ILC	220	8	1364	
ILC	902	1	1069	
ILC	527	12	1461	
ILC	632	12	1450	
ILC	319	2	1123	
ILC	650	1	1135	
ILC	949	3	1349	
ILC	166	5	1664	
ILC	726	3	1322	
ILC	941	8	1661	
ILC	41	2	1581	
ILC	431	14	1681	
ILC	975	13	1595	
ILC	301	12	1185	
ILC	816	12	1425	
ILC	864	8	1594	
ILC	849	3	1055	
ILC	942	14	1647	
ILC	578	4	1144	
ILC	646	4	1587	
ILC	477	7	1366	
ILC	350	14	1048	
ILC	318	7	1481	
ILC	693	12	1139	
ILC	462	2	1370	
ILC	792	5	1616	
ILC	703	10	1585	
ILC	366	9	1332	
ILC	622	10	1305	
ILC	801	14	1536	
ILC	740	12	1667	
ILC	658	14	1364	
ILC	457	4	1534	
ILC	821	7	1474	
ILC	944	6	1399	
ILC	863	13	1341	
ILC	947	11	1201	
ILC	864	8	1550	
ILC	778	4	1116	
ILC	136	14	1679	
ILC	876	4	1660	
ILC	478	11	1092	
ILC	654	11	1648	
ILC	97	12	1684	
ILC	108	10	1607	
ILC	939	1	1295	
ILC	456	6	1411	
ILC	227	9	1464	
ILC	192	13	1249	
ILC	930	1	1435	
ILC	89	8	988	
ILC	300	10	1114	
ILC	475	2	1314	
ILC	90	6	1521	
ILC	399	3	1325	
ILC	21	6	1167	
ILC	309	7	963	
ILC	404	11	1369	
ILC	671	13	1399	
ILC	732	8	1579	
ILC	107	7	1443	
ILC	253	9	1565	
ILC	110	12	1305	
ILC	572	2	1421	
ILC	460	3	1067	
ILC	998	4	1484	
ILC	490	3	1541	
ILC	599	7	1045	
ILC	471	10	1384	
ILC	323	1	1206	
ILC	7	7	1258	
ILC	119	14	1502	
ILC	417	5	1632	
ILC	555	2	1446	
ILC	69	1	1232	
ILC	344	13	1050	
ILC	759	7	1264	
ILC	769	14	1586	
ILC	38	1	1010	
ILC	320	8	930	
ILC	264	4	1081	
ILC	396	10	1520	
ILC	578	6	1196	
ILC	441	9	959	
ILC	357	7	1087	
ILC	442	14	1205	
ILC	436	6	1083	
ILC	928	4	1221	
ILC	762	2	974	
ILC	607	10	964	
ILC	633	11	1688	
ILC	946	6	1501	
ILC	801	6	1190	
ILC	25	6	1131	
ILC	906	5	1662	
ILC	189	7	1685	
ILC	26	14	1602	
ILC	469	13	1558	
ILC	555	10	1517	
ILC	37	10	1467	
ILC	672	3	1684	
ILC	469	5	1575	
ILC	982	3	1093	
ILC	910	9	941	
ILC	807	14	1169	
ILC	461	2	1159	
ILC	215	1	1181	
ILC	827	13	953	
ILC	786	12	977	
ILC	130	9	1487	
ILC	457	1	1247	
ILC	188	13	1644	
ILC	999	12	1566	
ILC	189	7	975	
ILC	913	2	975	
ILC	969	4	952	
ILC	359	7	1335	
ILC	956	6	1353	
ILC	408	1	985	
ILC	756	5	1662	
ILC	328	2	1261	
ILC	193	12	1158	
ILC	577	10	1308	
ILC	3	1	1352	
ILC	491	2	1339	
ILC	950	5	1384	
ILC	288	14	1624	
ILC	248	11	1190	
ILC	579	12	1481	
ILC	276	11	1696	
ILC	374	13	986	
ILC	544	8	1644	
ILC	973	11	1235	
ILC	645	9	1615	
ILC	188	11	1255	
ILC	126	12	1315	
ILC	921	3	1256	
ILC	508	11	1480	
ILC	432	5	1240	
ILC	197	8	1355	
ILC	215	2	993	
ILC	659	14	1090	
ILC	157	14	1276	
ILC	269	10	1115	
ILC	621	9	1107	
ILC	128	12	1297	
ILC	475	4	1557	
ILC	741	8	1054	
ILC	164	10	1601	
ILC	306	10	1247	
ILC	486	13	1645	
ILC	471	6	1282	
ILC	170	10	1614	
ILC	161	7	1629	
ILC	165	8	1599	
ILC	390	1	1314	
ILC	70	4	1533	
ILC	210	1	1258	
ILC	58	14	1671	
ILC	911	11	1013	
ILC	46	4	972	
ILC	273	5	987	
ILC	135	6	1306	
ILC	887	2	1159	
ILC	332	1	1537	
ILC	936	12	1073	
ILC	546	2	1225	
ILC	81	3	1399	
ILC	487	7	1059	
ILC	478	6	1135	
ILC	967	5	1434	
ILC	172	4	1552	
ILC	186	3	1497	
ILC	729	1	999	
ILC	789	7	1011	
ILC	988	12	1094	
ILC	889	13	996	
ILC	250	1	1192	
ILC	808	6	1038	
ILC	449	9	1508	
ILC	194	3	1379	
ILC	530	1	1367	
ILC	210	7	1206	
ILC	120	14	962	
ILC	141	13	1487	
ILC	437	9	1605	
ILC	116	3	1538	
ILC	248	13	1586	
ILC	43	9	1459	
ILC	995	3	1279	
ILC	298	7	1129	
ILC	714	7	1053	
ILC	236	10	1259	
ILC	559	5	1505	
ILC	729	9	1100	
ILC	358	4	954	
ILC	819	5	1058	
ILC	222	12	1091	
ILC	801	10	1520	
ILC	328	5	1240	
ILC	714	4	1074	
ILC	929	8	1678	
ILC	582	3	1364	
ILC	138	10	1622	
ILC	44	9	1598	
ILC	91	11	1678	
ILC	983	7	1256	
ILC	332	8	1320	
ILC	947	1	1210	
ILC	75	1	1187	
ILC	882	2	1363	
ILC	563	6	1264	
ILC	647	13	1329	
ILC	63	11	1368	
ILC	928	3	1414	
ILC	387	11	1253	
ILC	310	1	942	
ILC	814	5	1091	
ILC	710	1	967	
ILC	197	2	947	
ILC	549	5	1067	
ILC	783	2	1222	
ILC	52	1	1069	
ILC	870	8	1555	
ILC	516	11	1098	
ILC	438	3	1559	
ILC	710	4	1422	
ILC	154	2	1587	
ILC	987	9	1595	
ILC	733	4	1268	
ILC	718	6	1068	
ILC	655	1	1140	
ILC	912	12	1613	
ILC	634	11	1383	
ILC	831	7	1294	
ILC	829	5	1091	
ILC	437	4	1208	
ILC	75	4	1202	
ILC	357	3	1311	
ILC	947	11	1500	
ILC	641	13	1258	
ILC	320	10	1018	
ILC	264	10	1113	
ILC	120	5	1326	
ILC	669	9	1325	
ILC	122	9	1128	
ILC	301	14	1524	
ILC	517	12	1442	
ILC	583	5	1508	
ILC	648	6	1141	
ILC	190	14	1282	
ILC	755	7	1449	
ILC	847	9	1013	
ILC	517	10	1187	
ILC	916	1	1676	
ILC	998	2	1410	
ILC	201	5	1638	
ILC	515	9	1463	
ILC	250	3	1694	
ILC	393	5	1458	
ILC	677	7	940	
ILC	259	7	1353	
ILC	792	6	1367	
ILC	909	5	1665	
ILC	524	8	1466	
ILC	904	10	1132	
ILC	880	1	1596	
ILC	607	7	977	
ILC	876	6	936	
ILC	328	14	1540	
ILC	626	8	1515	
ILC	413	4	1647	
ILC	8	5	1100	
ILC	392	8	1599	
ILC	685	14	1382	
ILC	277	2	1615	
ILC	6	8	1573	
ILC	454	14	1538	
ILC	857	5	1252	
ILC	517	9	1140	
ILC	83	3	1100	
ILC	460	13	1332	
ILC	125	14	1119	
ILC	921	14	1162	
ILC	369	12	1100	
ILC	539	14	1214	
ILC	712	13	1062	
ILC	88	11	1656	
ILC	619	1	1067	
ILC	835	1	1286	
ILC	568	13	1148	
ILC	774	13	1585	
ILC	869	9	1481	
ILC	926	14	1425	
ILC	574	8	1533	
ILC	336	9	1573	
ILC	552	13	1128	
ILC	386	4	1016	
ILC	600	2	1133	
ILC	632	12	1019	
ILC	967	4	1131	
ILC	511	10	1589	
ILC	396	7	1570	
ILC	627	13	1396	
ILC	317	2	1272	
ILC	430	3	1345	
ILC	680	14	1216	
ILC	74	2	1226	
ILC	345	5	1668	
ILC	506	10	1324	
ILC	356	1	1175	
ILC	695	6	1695	
ILC	702	5	1593	
ILC	221	1	1210	
ILC	172	4	931	
ILC	924	10	1078	
ILC	17	3	1166	
ILC	880	9	1326	
ILC	602	9	1516	
ILC	800	3	1407	
ILC	31	6	1507	
ILC	577	11	960	
ILC	216	6	1496	
ILC	532	11	1355	
ILC	735	10	1034	
ILC	118	9	1287	
ILC	733	2	1369	
ILC	853	14	1327	
ILC	144	4	1399	
ILC	924	1	1019	
ILC	545	14	1197	
ILC	254	4	1364	
ILC	1	6	1410	
ILC	460	10	1205	
ILC	261	2	1518	
ILC	157	6	1001	
ILC	857	11	989	
ILC	762	2	1000	
ILC	663	6	1482	
ILC	187	13	1014	
ILC	557	2	1683	
ILC	847	1	1576	
ILC	34	2	1307	
ILC	538	4	1691	
ILC	18	13	1619	
ILC	644	12	1246	
ILC	623	13	1338	
ILC	408	2	1513	
ILC	879	3	1550	
ILC	202	7	1416	
ILC	330	7	1590	
ILC	577	2	1109	
ILC	956	4	1696	
ILC	683	2	988	
ILC	10	5	1569	
ILC	388	6	1689	
ILC	218	1	1553	
ILC	669	3	982	
ILC	315	11	1145	
ILC	579	13	1122	
ILC	105	7	1002	
ILC	717	10	1357	
ILC	109	5	1699	
ILC	278	1	1273	
ILC	966	1	1123	
ILC	591	8	1068	
ILC	871	11	1179	
ILC	102	4	1667	
ILC	43	1	1064	
ILC	358	4	1460	
ILC	234	14	1401	
ILC	946	14	1172	
ILC	62	8	1421	
ILC	611	5	985	
ILC	853	10	1699	
ILC	85	7	1173	
ILC	388	3	1414	
ILC	665	12	1140	
ILC	482	6	1390	
ILC	717	14	1092	
ILC	853	12	1655	
ILC	658	5	1580	
ILC	426	10	1048	
ILC	394	11	977	
ILC	403	9	1424	
ILC	23	8	1640	
ILC	80	11	997	
ILC	508	6	1658	
ILC	260	4	1364	
ILC	368	3	1102	
ILC	849	11	1214	
ILC	89	6	1622	
ILC	242	13	1669	
ILC	417	5	1203	
ILC	890	10	1488	
ILC	347	12	1177	
ILC	98	9	1483	
ILC	731	4	1267	
ILC	349	4	1113	
ILC	275	3	1461	
ILC	304	7	1148	
ILC	949	11	949	
ILC	597	2	956	
ILC	308	13	1193	
ILC	410	4	1412	
ILC	758	2	994	
ILC	155	10	1257	
ILC	268	1	1145	
ILC	202	2	1639	
ILC	437	4	1040	
ILC	691	3	1670	
ILC	255	9	1478	
ILC	68	12	1113	
ILC	992	8	1465	
ILC	422	5	1659	
ILC	760	11	952	
ILC	466	4	1595	
ILC	899	7	1193	
ILC	289	13	931	
ILC	892	6	939	
ILC	516	4	1693	
ILC	290	1	1016	
ILC	739	1	1443	
ILC	108	14	1405	
ILC	809	4	1023	
ILC	455	3	1158	
ILC	671	9	1288	
ILC	992	2	1348	
ILC	869	13	1676	
ILC	931	13	1067	
ILC	891	8	1440	
ILC	52	2	1625	
ILC	362	2	1176	
ILC	575	9	1506	
ILC	562	9	1642	
ILC	888	4	1145	
ILC	593	6	1153	
ILC	549	12	1072	
ILC	743	10	1420	
ILC	376	13	1520	
ILC	602	8	1481	
ILC	114	1	1274	
ILC	883	8	981	
ILC	979	2	1555	
ILC	112	2	1375	
ILC	421	13	1320	
ILC	667	4	1262	
ILC	35	4	1398	
ILC	422	4	1223	
ILC	119	2	1508	
ILC	17	2	1645	
ILC	630	7	1474	
ILC	967	13	1539	
ILC	488	8	1278	
ILC	578	2	1319	
ILC	486	11	1137	
ILC	666	9	1112	
ILC	788	3	1602	
ILC	845	8	1637	
ILC	144	5	1195	
ILC	897	10	1486	
ILC	714	9	1177	
ILC	85	7	1419	
ILC	930	14	1689	
ILC	984	10	1023	
ILC	808	7	1672	
ILC	291	2	1229	
ILC	24	14	1305	
ILC	713	14	1120	
ILC	384	8	1003	
ILC	847	5	1239	
ILC	706	1	1143	
ILC	792	8	1060	
ILC	990	5	1193	
ILC	278	9	1396	
ILC	486	4	1032	
ILC	34	2	956	
ILC	589	6	1034	
ILC	622	3	1118	
ILC	837	10	1348	
ILC	509	13	1219	
ILC	216	14	1142	
ILC	25	3	1347	
ILC	341	8	1522	
ILC	214	3	1093	
ILC	659	5	1674	
ILC	600	9	1010	
ILC	984	5	1128	
ILC	319	12	1008	
ILC	166	4	1508	
ILC	669	14	1355	
ILC	445	9	1255	
ILC	207	9	1457	
ILC	40	4	1061	
ILC	592	9	1597	
ILC	568	2	1000	
ILC	774	4	934	
ILC	940	12	1548	
ILC	651	1	1210	
ILC	776	7	1499	
ILC	980	11	1252	
ILC	548	14	1396	
ILC	185	2	1526	
ILC	682	11	1004	
ILC	750	2	1013	
ILC	385	9	1099	
ILC	790	7	1668	
ILC	282	11	1205	
ILC	884	13	1507	
ILC	221	13	1070	
ILC	128	6	1386	
ILC	116	4	1204	
ILC	836	6	1506	
ILC	34	13	1321	
ILC	329	1	1395	
ILC	935	14	1119	
ILC	668	2	1239	
ILC	689	10	1368	
ILC	422	3	935	
ILC	183	6	1558	
ILC	857	4	1657	
ILC	113	10	1040	
ILC	114	4	1572	
ILC	66	6	1470	
ILC	9	3	1169	
ILC	253	6	1184	
ILC	648	12	967	
ILC	687	11	1445	
ILC	29	13	1543	
ILC	42	4	1075	
ILC	783	14	1229	
ILC	671	11	1091	
ILC	971	8	974	
ILC	431	6	1161	
ILC	888	13	956	
ILC	374	14	1212	
ILC	992	3	1482	
ILC	253	12	1114	
ILC	873	9	1155	
ILC	301	4	1410	
ILC	911	8	1555	
ILC	396	11	1274	
ILC	25	4	1613	
ILC	196	4	988	
ILC	381	11	1332	
ILC	627	7	1104	
ILC	150	8	958	
ILC	54	12	1661	
ILC	30	14	1339	
ILC	216	1	1691	
ILC	796	4	1185	
ILC	347	13	1320	
ILC	978	5	1588	
ILC	525	2	1092	
ILC	768	3	1445	
ILC	437	11	1196	
ILC	64	3	1521	
ILC	16	2	1536	
ILC	979	3	1137	
ILC	423	6	1241	
ILC	386	9	1691	
ILC	652	13	931	
ILC	611	11	1128	
ILC	954	12	1243	
ILC	112	4	1507	
ILC	689	1	1175	
ILC	781	14	1452	
ILC	660	3	1654	
ILC	17	7	1661	
ILC	723	2	1385	
ILC	83	6	1154	
ILC	442	9	1127	
ILC	478	10	1345	
ILC	653	12	1254	
ILC	444	2	1065	
ILC	669	5	1180	
ILC	236	10	1004	
ILC	12	12	1487	
ILC	770	8	1354	
ILC	820	9	1633	
ILC	816	1	1078	
ILC	835	1	1333	
ILC	942	3	1400	
ILC	835	10	1169	
ILC	38	12	1570	
ILC	755	5	1580	
ILC	425	3	1617	
ILC	391	8	1655	
ILC	387	3	1377	
ILC	829	8	1294	
ILC	423	9	1567	
ILC	272	1	949	
ILC	27	10	1449	
ILC	299	2	1258	
ILC	761	3	1612	
ILC	525	14	1548	
ILC	997	4	1311	
ILC	679	6	957	
ILC	511	1	1676	
ILC	945	12	957	
ILC	706	10	1263	
ILC	875	1	1581	
ILC	613	7	1339	
ILC	116	8	952	
ILC	756	12	1048	
ILC	259	8	1458	
ILC	729	8	1196	
ILC	404	11	956	
ILC	13	10	1598	
ILC	606	12	1237	
ILC	162	11	1346	
ILC	57	6	1455	
ILC	846	13	1501	
ILC	192	14	1184	
ILC	209	6	1514	
ILC	372	12	1591	
ILC	436	6	1600	
ILC	544	7	1457	
ILC	87	3	1119	
ILC	169	13	1335	
ILC	620	10	931	
ILC	862	6	1466	
ILC	887	11	1570	
ILC	1	8	1612	
ILC	221	10	1452	
ILC	26	5	1004	
ILC	223	6	1502	
ILC	527	4	1475	
ILC	56	14	1566	
ILC	600	5	983	
ILC	824	4	1444	
ILC	434	6	1124	
ILC	23	8	1293	
ILC	921	4	1124	
ILC	246	14	1408	
ILC	752	3	1493	
ILC	418	7	1290	
ILC	689	3	1217	
ILC	253	2	1300	
ILC	277	7	1589	
ILC	930	4	1621	
ILC	811	12	1194	
ILC	258	8	1451	
ILC	553	6	957	
ILC	453	4	1659	
ILC	40	4	1526	
ILC	248	7	1525	
ILC	950	2	938	
ILC	412	7	1061	
ILC	717	14	1315	
ILC	754	13	1486	
ILC	424	3	1424	
ILC	26	1	1199	
ILC	447	3	1299	
ILC	407	2	1019	
ILC	126	1	1651	
ILC	348	10	959	
ILC	295	1	1360	
ILC	493	7	936	
ILC	717	13	1398	
ILC	848	4	1107	
ILC	428	14	1499	
ILC	608	2	1532	
ILC	693	3	1571	
ILC	323	8	1038	
ILC	741	12	1487	
ILC	702	3	1018	
ILC	342	3	1066	
ILC	348	13	1300	
ILC	693	3	1170	
ILC	654	9	1486	
ILC	161	4	934	
ILC	742	11	1166	
ILC	656	11	1469	
ILC	175	6	947	
ILC	749	3	1251	
ILC	138	14	1591	
ILC	588	2	1021	
ILC	769	10	1241	
ILC	374	2	996	
ILC	556	4	1439	
ILC	632	12	970	
ILC	182	14	1003	
ILC	512	11	1039	
ILC	787	4	980	
ILC	135	5	1382	
ILC	679	4	1112	
ILC	768	5	971	
ILC	415	12	1387	
ILC	831	14	1132	
ILC	15	10	1290	
ILC	814	1	1422	
ILC	812	13	1325	
ILC	181	1	1137	
ILC	50	10	1195	
ILC	23	4	1292	
ILC	560	8	1683	
ILC	363	6	1066	
ILC	212	5	1423	
ILC	453	1	1583	
ILC	499	5	1634	
ILC	4	1	1667	
ILC	847	3	1686	
ILC	771	5	1460	
ILC	713	2	1378	
ILC	285	13	1607	
ILC	516	12	1082	
ILC	263	9	1386	
ILC	833	3	1687	
ILC	714	4	1679	
ILC	280	13	1580	
ILC	804	4	977	
ILC	203	13	1603	
ILC	811	13	1221	
ILC	423	12	1014	
ILC	545	10	1650	
ILC	592	1	1423	
ILC	681	12	1438	
ILC	580	4	1431	
ILC	705	5	1546	
ILC	604	10	1063	
ILC	12	14	1112	
ILC	23	5	1568	
ILC	885	7	1286	
ILC	782	2	1396	
ILC	762	3	1544	
ILC	567	7	1323	
ILC	755	9	1486	
ILC	690	13	1399	
ILC	302	8	938	
ILC	324	6	1678	
ILC	411	13	1090	
ILC	129	13	1605	
ILC	481	8	1517	
ILC	520	14	1659	
ILC	395	2	1407	
ILC	390	12	1123	
ILC	303	13	1578	
ILC	833	7	1222	
ILC	96	1	1430	
ILC	241	7	945	
ILC	267	11	1187	
ILC	541	4	1585	
ILC	421	5	1122	
ILC	280	4	1162	
ILC	698	4	1638	
ILC	781	3	1416	
ILC	560	14	1457	
ILC	713	2	1183	
ILC	541	12	945	
ILC	748	8	1357	
ILC	937	7	1470	
ILC	840	10	1009	
ILC	479	7	1687	
ILC	456	1	1550	
ILC	555	9	1217	
ILC	257	1	1302	
ILC	846	12	1427	
ILC	360	5	1682	
ILC	924	6	998	
ILC	841	7	1692	
ILC	153	13	1584	
ILC	550	7	988	
ILC	600	14	1500	
ILC	782	1	1245	
ILC	899	3	1258	
ILC	500	11	1092	
ILC	538	5	1246	
ILC	472	10	978	
ILC	698	4	1352	
ILC	467	2	1326	
ILC	302	8	1221	
ILC	906	3	1444	
ILC	103	3	1112	
ILC	30	13	1187	
ILC	686	4	1282	
ILC	51	10	1335	
ILC	61	5	1216	
ILC	557	11	1450	
ILC	409	3	1522	
ILC	721	5	981	
ILC	677	8	1489	
ILC	497	3	964	
ILC	458	11	1489	
ILC	601	12	1199	
ILC	820	1	1331	
ILC	669	3	1555	
ILC	125	14	1321	
ILC	314	6	1430	
ILC	35	9	1094	
ILC	210	11	1304	
ILC	682	6	1282	
ILC	42	4	1681	
ILC	120	10	1173	
ILC	952	7	1248	
ILC	604	10	1301	
ILC	411	3	1194	
ILC	872	12	1088	
ILC	809	11	1301	
ILC	130	5	1110	
ILC	812	14	1241	
ILC	763	10	1170	
ILC	564	12	1338	
ILC	559	8	1025	
ILC	132	11	1031	
ILC	750	7	1147	
ILC	380	13	955	
ILC	791	9	1631	
ILC	761	13	1302	
ILC	848	6	1107	
ILC	897	2	1172	
ILC	910	6	1397	
ILC	566	6	1105	
ILC	516	8	948	
ILC	500	4	1638	
ILC	556	5	1437	
ILC	786	13	1212	
ILC	297	8	971	
ILC	213	9	1409	
ILC	284	3	1333	
ILC	827	10	1060	
ILC	489	1	1116	
ILC	670	4	1084	
ILC	693	12	945	
ILC	397	14	1560	
ILC	452	6	1394	
ILC	180	9	1283	
ILC	990	12	1027	
ILC	477	9	935	
ILC	446	12	1378	
ILC	29	9	997	
ILC	473	11	1643	
ILC	542	2	1550	
ILC	800	2	1279	
ILC	806	4	1390	
ILC	409	2	1520	
ILC	360	2	1420	
ILC	38	6	1582	
ILC	670	3	1470	
ILC	583	6	1456	
ILC	778	6	1100	
ILC	436	4	1262	
ILC	184	1	1174	
ILC	587	4	1010	
ILC	163	3	942	
ILC	566	13	1526	
ILC	633	14	1262	
ILC	870	14	1669	
ILC	574	8	1086	
ILC	956	14	1077	
ILC	739	9	961	
ILC	30	9	1485	
ILC	472	6	1296	
ILC	19	10	1470	
ILC	643	4	1254	
ILC	899	3	1429	
ILC	800	9	1689	
ILC	244	5	1619	
ILC	940	14	1618	
ILC	646	2	1075	
ILC	527	8	1055	
ILC	611	11	1008	
ILC	370	6	1029	
ILC	783	6	970	
ILC	932	14	1330	
ILC	905	2	1031	
ILC	267	11	1585	
ILC	938	1	1173	
ILC	395	2	1368	
ILC	26	2	1170	
ILC	693	7	1411	
ILC	614	4	1186	
ILC	224	10	980	
ILC	705	12	1493	
ILC	364	10	1113	
ILC	645	2	1546	
ILC	269	6	1076	
ILC	869	3	1577	
ILC	317	6	1010	
ILC	623	8	1691	
ILC	306	9	991	
ILC	262	14	1251	
ILC	799	4	1334	
ILC	111	10	1140	
ILC	932	13	1058	
ILC	908	12	1563	
ILC	936	12	1614	
ILC	535	3	1050	
ILC	949	4	1632	
ILC	399	12	970	
ILC	250	2	1671	
ILC	29	7	1549	
ILC	346	5	1604	
ILC	9	3	1319	
ILC	362	2	1350	
ILC	495	2	1633	
ILC	593	3	1195	
ILC	924	1	1148	
ILC	146	7	1582	
ILC	371	10	1547	
ILC	624	8	1589	
ILC	317	7	1113	
ILC	64	8	1451	
ILC	806	11	1111	
ILC	249	8	1580	
ILC	193	6	1500	
ILC	564	10	1639	
ILC	350	7	1527	
ILC	140	1	1657	
ILC	967	7	1027	
ILC	737	7	1168	
ILC	756	8	1372	
ILC	440	9	1341	
ILC	433	10	1015	
ILC	2	8	1222	
ILC	79	14	1472	
ILC	852	8	1010	
